N°;Id annuaire;Nom;TAB;Adresse;CP;Ville;Tel;Fax;Email;Site;Description
1060050000;7663;ACB Sécurité;TAB;4, r. Paris;94000;Créteil;01 45 17 27 00;;;;
1060050000;8181;Art du Bâtiment;TAB;9, av. du Gén. Pierre Billotte;94000;Créteil;01 48 86 23 23;01 48 86 17 87;;;Depuis plus de 15 ans à votre service : Serrurerie : - Portes blindées - Ouverture de porte dans l'heure - Changement de serrures et de canons toutes marques Vitrerie : - Fenêtres - Baies Vitrées - Doubles vitrages - Changement tous types de vitrages - Vitrines - Portes Vitrées Intervention rapide sur Créteil et St-Maur
1060050000;7665;Aux Ateliers des Compagnons;TAB;11 bis, r. Charrier;94000;Créteil;01 43 99 51 76;;;;
1060050000;8203;AVS;TAB;8, r. Estienne d'Orves;94000;Créteil;01 48 99 62 00;01 48 99 07 70;a-v-s@club-internet.fr;www.avs-vitrerie.com;Vitrerie, Miroiterie, Fenêtres, Baies vitrées, Portes Sécurit, Vitrines. Ouverture de porte, Changement toutes serrures et canons, Blindage... Présent sur Créteil et dans tout le Val-de-Marne / 94. Conseil, étude et devis gratuits. Intervention urgente dans la journée* Agréé Inter Mutuelle Assistance - MAIF - MAAF - MACIF - MAPA - MATMUT - *Remplacement de doubles vitrages sous 24h.
1060050000;7666;Axe Services;TAB;10, all. Bourvil;94000;Créteil;01 48 99 31 53;;;;
1060050000;7667;Dos Santos Antonio;TAB;18, r. Georges Ohm;94000;Créteil;01 43 39 11 18;;;;
1060050000;7668;Eco Services;TAB;1, r. Canal;94000;Créteil;01 43 39 00 00;;;;
1060050000;7669;Estival & Petit;TAB;5, sq. Benjamin Moloïse;94000;Créteil;;;;;
1060050000;7670;Fernandes Augusto;TAB;11, r. St Christophe;94000;Créteil;01 42 07 71 44;;;;
1060050000;7672;S.D.C;TAB;1, r. Antoine Lavoisier;94000;Créteil;01 48 98 33 43;;;;
1060050000;7671;Serrurerie 94;TAB;120 av.Paul Vaillant Couturier;94400;Vitry sur Seine;01 48 98 50 00;01 48 98 50 09;serrurerie-94@orange.fr;;Vente, installation et maintenance de toutes vos fermetures ! Dépannage URGENT Serrurerie - Fenêtres - Volets - Persiennes - Grilles - Portes blindées - Portails - Portes de garage
1060050000;7673;SP Oved;TAB;20, all. Parmentier;94000;Créteil;01 48 99 21 00;;;;
1060060000;Vitrerie Dépannage;;;;;;;;;;
1060060000;8181;Art du Bâtiment;TAB;9, av. du Gén. Pierre Billotte;94000;Créteil;01 48 86 23 23;01 48 86 17 87;;;Depuis plus de 15 ans à votre service : Serrurerie : - Portes blindées - Ouverture de porte dans l'heure - Changement de serrures et de canons toutes marques Vitrerie : - Fenêtres - Baies Vitrées - Doubles vitrages - Changement tous types de vitrages - Vitrines - Portes Vitrées Intervention rapide sur Créteil et St-Maur
1060060000;7676;Aux Ateliers des Compagnons;TAB;11 bis, r. Charrier;94000;Créteil;01 43 99 51 76;;;;
1060060000;7674;AVS;TAB;8, r. Estienne D'Orves;94000;Créteil;01 48 99 31 00;;;;
1060060000;8203;AVS;TAB;8, r. Estienne d'Orves;94000;Créteil;01 48 99 62 00;01 48 99 07 70;a-v-s@club-internet.fr;www.avs-vitrerie.com;Vitrerie, Miroiterie, Fenêtres, Baies vitrées, Portes Sécurit, Vitrines. Ouverture de porte, Changement toutes serrures et canons, Blindage... Présent sur Créteil et dans tout le Val-de-Marne / 94. Conseil, étude et devis gratuits. Intervention urgente dans la journée* Agréé Inter Mutuelle Assistance - MAIF - MAAF - MACIF - MAPA - MATMUT - *Remplacement de doubles vitrages sous 24h.
1060060000;7671;Serrurerie 94;TAB;120 av.Paul Vaillant Couturier;94400;Vitry sur Seine;01 48 98 50 00;01 48 98 50 09;serrurerie-94@orange.fr;;Vente, installation et maintenance de toutes vos fermetures ! Dépannage URGENT Serrurerie - Fenêtres - Volets - Persiennes - Grilles - Portes blindées - Portails - Portes de garage
60000000;Enfance et Éducation;;;;;;;;;;
60170000;Centre d'information et d'orientation;;;;;;;;;;
60170000;6384;CIO Centre d'Information et d'Orientation;TAB;9, r. Louis Blériot;94000;Créteil;01 49 56 06 94;;;;
60080000;Collèges Privés;;;;;;;;;;
60080000;6350;Collège De Maillé;TAB;11, r. Octave Dumesnil;94000;Créteil;01 48 99 77 30;;;;
60080000;6351;Ozar Hatorah Filles;TAB;65, r. St Simon;94000;Créteil;01 43 99 94 00;;;;
60080000;6352;Ozar Hatorah Garçons;TAB;voie Felix Eboué;94000;Créteil;01 42 07 54 05;;;;
60090000;Collèges Publiques;;;;;;;;;;
60090000;6353;Collège Albert Schweitzer;TAB;2, av. Habette;94000;Créteil;01 43 39 39 50;;;;
60090000;6354;Collège Amédée Laplace;TAB;r. Amédée Laplace;94000;Créteil;01 43 77 54 64;;;;
60090000;6355;Collège Clément Guyard;TAB;54, r. St Simon;94000;Créteil;01 43 39 52 98;;;;
60090000;6356;Collège Louis Issaurat;TAB;14, r. Raymond Poincaré;94000;Créteil;01 48 98 18 90;;;;
60090000;6357;Collège Louis Pasteur;TAB;61, av. Chemin de Mesly;94000;Créteil;01 43 39 04 42;;;;
60090000;6358;Collège Plaisance;TAB;97, av. Laferrière;94000;Créteil;01 42 07 24 23;;;;
60090000;6359;Collège Simone de Beauvoir;TAB;9, mail Saussure;94000;Créteil;01 45 13 04 91;;;;
60090000;6360;Collège Victor Hugo;TAB;2, r. Ecoles;94000;Créteil;01 48 99 48 22;;;;
60160000;Cours de Langues;;;;;;;;;;
60160000;6383;Université Formation Continue;TAB;61, av. Gén. de Gaulle;94000;Créteil;01 82 69 48 91;;;;
60020000;Crèches;;;;;;;;;;
60020000;6280;Crèche Collective Aimé Césaire;TAB;13, r. du nouveau monde - Pointe du Lac;94000;Créteil;01 49 80 20 40;;;;
60020000;6281;Crèche Collective Ambroise Paré;TAB;1, r. Ambroise Paré;94000;Créteil;01 48 98 35 00;;;;
60020000;6282;Crèche Collective de La Brèche;TAB;18, av. de la Brèche;94000;Créteil;01 49 80 96 92;;;;
60020000;6283;Crèche Collective de La Lévrière;TAB;11, r. du Mar. Lyautey;94000;Créteil;01 48 99 82 39;;;;
60020000;6284;Crèche Collective des Sarrazins;TAB;51, r. des Sarrazins;94000;Créteil;01 56 71 20 84;;;;
60020000;6285;Crèche Collective Françoise Dolto;TAB;3, r. Georg Ohm;94000;Créteil;01 43 99 91 88;;;;
60020000;6286;Crèches Départementales;TAB;1, r. A. Laplace;94000;Créteil;01 43 77 44 92;;;;
60020000;6287;Crèches Départementales;TAB;2, r. E. Degas;94000;Créteil;01 43 39 04 24;;;;
60020000;6288;Crèches Départementales;TAB;98, r. J. Savar;94000;Créteil;01 43 39 37 52;;;;
60020000;6289;Crèches Départementales;TAB;6, r. de la Terrasse;94000;Créteil;01 42 07 01 46;;;;
60020000;6290;Crèches Départementales;TAB;7, pl. de la Croix des Mèches;94000;Créteil;01 42 07 14 48;;;;
60020000;6291;Halte-Crèche des Bords de Marne;TAB;12, r. de Mayenne;94000;Créteil;01 48 99 33 54;;;;
60020000;6292;Mini-crèche collective Familiale;TAB;6 bis, pl. Salvador Allende;94000;Créteil;01 41 94 11 97;;;;
60020000;6293;Mini-crèche collective L'Echat;TAB;12, r. Thomas Edison;94000;Créteil;01 42 07 00 93;;;;
60020000;6294;Mini-crèche collective La Habette;TAB;3, r. du Docteur Ramon;94000;Créteil;01 49 80 90 03;;;;
60020000;6295;Mini-crèche collective Le Moulin;TAB;141, r. du Gén. Leclerc;94000;Créteil;01 42 07 57 39;;;;
60040000;Écoles Maternelles Privées;;;;;;;;;;
60040000;6300;École De Maillé;TAB;7-11, r. Octave Dumesnil;94000;Créteil;01 48 99 77 30;;;;
60040000;6301;École Ozar Hatorah;TAB;voie Félix Eboué;94000;Créteil;01 42 07 54 20;;;;
60050000;Écoles Maternelles Publiques;;;;;;;;;;
60050000;6302;École Aime Cesaire;TAB;1, r. du Galion;94000;Créteil;01 46 76 43 91;;;;
60050000;6303;École Alain Gerbault;TAB;1, r. Charles Gounod;94000;Créteil;01 45 17 22 92;;;;
60050000;6304;École Albert Camus;TAB;137, r. de Brie;94000;Créteil;01 45 17 03 06;;;;
60050000;6305;École Blaise Pascal;TAB;1, all. Nicolas Poussin;94000;Créteil;01 48 98 74 20;;;;
60050000;6306;École Charles Beuvin;TAB;pl. Beuvin;94000;Créteil;01 56 71 89 83;;;;
60050000;6307;École Charles Péguy;TAB;4, bd. Pablo Picasso;94000;Créteil;01 48 99 17 63;;;;
60050000;6308;École Chateaubriand;TAB;r. Corvisart;94000;Créteil;01 45 17 28 92;;;;
60050000;6309;École de la Habette;TAB;12, r. Docteur Ramon;94000;Créteil;01 45 13 02 32;;;;
60050000;6310;École des Buttes;TAB;45, av. Sainte Marie;94000;Créteil;01 45 17 22 82;;;;
60050000;6311;École des Guiblets;TAB;80, bd. John Kennedy;94000;Créteil;01 41 94 54 21;;;;
60050000;6312;École des Sarrazins;TAB;51-63, r. Sarrazins;94000;Créteil;01 56 71 11 22;;;;
60050000;6313;École du Jeu de Paume;TAB;9, r. Jeu de Paume;94000;Créteil;01 45 13 07 42;;;;
60050000;6314;École Félix Eboué;TAB;12, r. Thomas Edison;94000;Créteil;01 56 72 93 52;;;;
60050000;6315;École Gaspard Monge;TAB;bd. Montaigut;94000;Créteil;01 48 98 76 60;;;;
60050000;6316;École Gaston Deferre;TAB;5, r. Georg Ohm;94000;Créteil;01 56 71 28 40;;;;
60050000;6317;École Janine Lecleac'h;TAB;20, pl. Bouleaux;94000;Créteil;01 42 07 41 34;;;;
60050000;6318;École José Maria De Hérédia;TAB;4, all. Tristan Bernard;94000;Créteil;01 41 78 90 96;;;;
60050000;6319;École L. Allezard;TAB;38, r. Juliette Savar;94000;Créteil;01 41 94 50 21;;;;
60050000;6320;École La Source;TAB;r. Falkirk - sq. des griffons;94000;Créteil;01 48 53 77 01;;;;
60050000;6321;École Léo Lagrange;TAB;av. Mar. Lyautey;94000;Créteil;01 56 72 14 72;;;;
60050000;6322;École Mendès France;TAB;pl. Pierre Mendès France;94000;Créteil;01 58 43 10 72;;;;
60050000;6323;École Paul Casalis;TAB;20, r. Henri Doucet;94000;Créteil;01 56 71 19 67;;;;
60050000;6324;École Savignat;TAB;all. de la côte d'or;94000;Créteil;01 45 13 05 52;;;;
60050000;6325;École Victor Hugo;TAB;4, r. Paul François Avet;94000;Créteil;01 45 17 01 61;;;;
60060000;Écoles Primaires Privées;;;;;;;;;;
60060000;6326;École de Maillé;TAB;7, r. Octave Dumesnil;94000;Créteil;01 48 99 77 30;;;;
60060000;6327;Ozar Hatorah;TAB;r. André Boulle;94000;Créteil;01 43 77 26 86;;;;
60070000;Écoles Primaires Publiques;;;;;;;;;;
60070000;6328;École Élémentaire Aime Cesaire;TAB;1, r. du Galion;94000;Créteil;01 46 76 43 90;;;;
60070000;6329;École Élémentaire Alain Gerbault;TAB;1, r. Charles Gounod;94000;Créteil;01 45 17 22 91;;;;
60070000;6330;École Élémentaire Albert Camus;TAB;137, r. Brie;94000;Créteil;01 45 17 03 07;;;;
60070000;6331;École Élémentaire Blaise Pascal;TAB;1, all. Nicolas Poussin;94000;Créteil;01 48 98 74 20;;;;
60070000;6332;École Élémentaire Charles Beuvin;TAB;4, r. Henri Koch;94000;Créteil;01 56 71 89 81;;;;
60070000;6333;École Élémentaire Charles Péguy;TAB;4, bd. Pablo Picasso;94000;Créteil;01 48 99 71 62;;;;
60070000;6334;École Élémentaire Chateaubriand;TAB;r. Corvisart;94000;Créteil;01 45 17 28 91;;;;
60070000;6335;École Élémentaire de la Habette;TAB;12, r. Docteur Ramon;94000;Créteil;01 45 13 02 31;;;;
60070000;6336;École Élémentaire des Buttes;TAB;45, av. Sainte Marie;94000;Créteil;01 45 17 22 81;;;;
60070000;6337;École Élémentaire du Jeu de Paume / Léo Orville;TAB;9, r. Jeu de Paume;94000;Créteil;01 45 13 07 41;;;;
60070000;6338;École Élémentaire Félix Eboué;TAB;12, r. Thomas Edison;94000;Créteil;01 56 72 93 51;;;;
60070000;6339;École Élémentaire Gaspard Monge;TAB;bd. Montaigut;94000;Créteil;01 48 98 76 61;;;;
60070000;6340;École Élémentaire Gaston Deferre;TAB;7, r. Moloïse;94000;Créteil;01 56 71 28 36;;;;
60070000;6341;École Élémentaire José Maria De Hérédia;TAB;4, all. Tristan Bernard;94000;Créteil;01 41 78 90 96;;;;
60070000;6342;École Élémentaire L. Allezard;TAB;38, r. Juliette Savar;94000;Créteil;01 41 94 50 28;;;;
60070000;6343;École Élémentaire La Source;TAB;r. Falkirk ' sq. des griffons;94000;Créteil;01 48 53 77 02;;;;
60070000;6344;École Élémentaire Léo Lagrange;TAB;av. Mar. Lyautey;94000;Créteil;01 56 72 14 74;;;;
60070000;6345;École Élémentaire Les Sarrazins;TAB;51-63, r. des Sarrazins;94000;Créteil;01 56 71 11 21;;;;
60070000;6346;École Élémentaire Mendès France;TAB;2, pl. Pierre Mendès France;94000;Créteil;01 58 43 10 71;;;;
60070000;6347;École Élémentaire Paul Casalis;TAB;20, r. Henri Doucet;94000;Créteil;01 56 71 19 66;;;;
60070000;6348;École Élémentaire Savignat;TAB;all. de la côte d'or;94000;Créteil;01 45 13 05 51;;;;
60070000;6349;École Élémentaire Victor Hugo;TAB;7, av. République;94000;Créteil;01 45 17 03 61;;;;
60180000;Enseignement Divers;;;;;;;;;;
60140000;Enseignement Professionnel;;;;;;;;;;
60140000;6372;Actions Pédagogiques Services (APS);TAB;1, voie Félix Eboué;94000;Créteil;01 49 81 06 25;;;;
60140000;6373;Adjovi Alain;TAB;12, pl. Jean Giraudoux;94000;Créteil;01 48 99 34 32;;;;
60140000;6374;Centre Epsilon;TAB;68, av. Gén. de Gaulle;94000;Créteil;01 41 78 35 49;;;;
60140000;6375;CFPE;TAB;81, av. Magellan;94000;Créteil;06 63 62 37 88;;;;
60140000;6363;Ensemble Sainte-Marie;TAB;22, av. de Verdun;94000;Créteil;01 45 17 21 70;01 45 17 21 71;lp-morin@orange.fr;www.ensemblesaintemarie.fr/;Etablissement privé mixte sous contrat avec l'Etat. Habilité à recevoir les élèves boursiers. Externat - Demi-Pension. 3ème : Prépa Pro Bac Pro : Gestion - Administration, Commerce, Vente, Logistique, Communication Visuelle et ASSP (NOUVEAU Accompagnement, soins et services à la personne) Bac Général : ES, S, STMG, Mercatique, Gestion Finance, Ressources Humaines, Communication. BTS : NRC, MUC, Commerce International, SIO, Assistant de Gestion.
60140000;6376;Epsy International;TAB;36, r. Gén. Lacharrière;94000;Créteil;01 79 64 18 42;;;;
60140000;6377;Pascal Conseil Formation;TAB;64, r. Juliette Savar;94000;Créteil;06 60 76 99 97;;;;
60140000;6378;Ratouit Jean-Pierre;TAB;17, bd. Pablo Picasso;94000;Créteil;06 17 41 72 50;;;;
60140000;6379;Tanagra Formation;TAB;1, voie Félix Eboué;94000;Créteil;01 41 78 80 76;;;;
60120000;Enseignement Supérieur Privés;;;;;;;;;;
60120000;6368;Centre Hospitalier Universitaire Hopital Henri Mondor;TAB;51, av. Mar. de Lattre de Tassigny;94000;Créteil;01 49 81 21 11;;;;
60130000;Enseignement Supérieur Publiques;;;;;;;;;;
60130000;6369;Faculté de Sciences Economiques;TAB;4, rte. Choisy;94000;Créteil;01 41 78 46 00;;;;
60130000;6370;Institut Universitaire de Formation des Maitres (IUFM);TAB;12, r. Georges Enesco;94000;Créteil;01 45 17 01 36;;;;
60130000;6371;Université Paris Est Créteil Val-de-Marne (UPEC);TAB;61, av. Gén. de Gaulle;94000;Créteil;01 45 17 10 00;;;;
60010000;Garde d'enfants;;;;;;;;;;
60030000;Haltes-Garderies;;;;;;;;;;
60030000;6296;Halte Garderie Croix des Mèches;TAB;2, r. Charpy;94000;Créteil;01 48 98 43 85;;;;
60030000;6297;Halte Garderie des Bords de Marne;TAB;12, r. Mayenne;94000;Créteil;01 48 99 33 54;;;;
60030000;6298;Halte Garderie du Port;TAB;12, r. Benjamin Moloïse;94000;Créteil;01 49 80 12 42;;;;
60030000;6299;Halte Garderie Habette;TAB;7, r. du Docteur Ramon;94000;Créteil;01 49 80 58 02;;;;
60100000;Lycées Privés;;;;;;;;;;
60100000;6363;Ensemble Sainte-Marie;TAB;22, av. de Verdun;94000;Créteil;01 45 17 21 70;01 45 17 21 71;lp-morin@orange.fr;www.ensemblesaintemarie.fr/;Etablissement privé mixte sous contrat avec l'Etat. Habilité à recevoir les élèves boursiers. Externat - Demi-Pension. 3ème : Prépa Pro Bac Pro : Gestion - Administration, Commerce, Vente, Logistique, Communication Visuelle et ASSP (NOUVEAU Accompagnement, soins et services à la personne) Bac Général : ES, S, STMG, Mercatique, Gestion Finance, Ressources Humaines, Communication. BTS : NRC, MUC, Commerce International, SIO, Assistant de Gestion.
60100000;6361;Lycée Ozar Hatorah Filles;TAB;65, r. St Simon;94000;Créteil;01 43 99 94 00;;;;
60100000;6362;Lycée Ozar Hatorah Garçons;TAB;voie Felix Eboué;94000;Créteil;01 42 07 54 05;;;;
60110000;Lycées Publiques;;;;;;;;;;
60110000;6364;Lycée Antoine de Saint Exupéry;TAB;2-4, r. Henri Matisse;94000;Créteil;01 41 94 28 28;;;;
60110000;6365;Lycée Gutenberg;TAB;18-19, r. Saussure;94000;Créteil;01 45 13 26 80;;;;
60110000;6366;Lycée Léon Blum;TAB;5, r. Jean Gabin;94000;Créteil;01 48 99 22 48;;;;
60110000;6367;Lycée Technique Edouard Branly;TAB;33, r. Petit Bois;94000;Créteil;01 43 39 34 75;;;;
60190000;Parents d'Élèves (associations);;;;;;;;;;
60150000;Soutien Scolaire;;;;;;;;;;
60150000;6380;Educaged;TAB;9, r. Gén. Leclerc;94000;Créteil;0 820 16 21 20;;;;
60150000;6381;PEP du Val-de-Marne;TAB;1, r. Porte des Champs;94000;Créteil;01 42 07 80 02;;;;
60150000;6382;Tu My-Linh;TAB;3, r. Claude Monet;94000;Créteil;01 43 39 21 64;;;;
80000000;Le Sport;;;;;;;;;;
80030000;Activités Municipales;;;;;;;;;;
80030000;6591;US Créteil Athletisme;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;A partir de 9 ans, lieux d'entraînements : Parc des Sports, gymnases Schweitzer.
80030000;6592;US Créteil Badminton;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;A partir de 8 ans, lieux d'entraînements : Centre Eyquem, gymnases Pasteur, Jeu de Paume, Nelson Paillou et Plaisance.
80030000;6593;US Créteil Basket-ball;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;A partir de 6 ans, lieux d'entraînements : gymnases Plaisance, Jeu de Paume, Nelson Paillou et Casalis.
80030000;6594;US Créteil Boxe Francaise (Savate);TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;Boxe Française à partir de 7 ans : lieu d'entraînement : salle René Renaud.
80030000;6595;US Créteil Canoe-Kayak;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;A partir de 8 ans : lieu d'entraînement : Base nautique des bords de Marne (Chemin du Morbras)
80030000;6596;US Créteil Cyclisme ' Cyclotourisme;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;Cyclisme à partir de 9 ans et cyclotourisme à partir de 9 ans Sorties régulières au départ du Stade Desmont chaque dimanche.
80030000;6597;US Créteil Escrime;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;A partir de 6 ans. lieu d'entraînement : Centre sportif de la Lévrière.
80030000;6598;US Créteil Football Lusitanos;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;Lieux d'entraînements : stade Duvauchelle et stade Desmont
80030000;6599;US Créteil Futsal;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;Dès 18 ans
80030000;6600;US Créteil Gymnastique Rythmique;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;A partir de 5 ans. Lieux d'entraînements : gymnases des Buttes, Palais des Sports.
80030000;6601;US Créteil Gymnastique Sportive;TAB;Centre sportif de la Lévrière;94000;Créteil;01 42 07 15 74;;;;
80030000;6602;US Créteil Gymnastique Volontaire;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;Éveil corporel de 4 à 6 ans
80030000;6603;US Créteil Handball;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 49 81 00 10;;;;Lieux d'entraînements : Palais des Sports Robert Oubron, gymnases Nelson Paillou, Casalis et Issaurat à partir de 7 ans.
80030000;6604;US Créteil Karaté;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;A partir de 6 ans : lieux d'entraînements : gymnases de la Lévrière, Casalis, salle Victor Hugo, salle polyvalente du Port, MJC Club et LCR Marie Thérèse Eyquem.
80030000;6605;US Créteil Lutte/ Sambo/ Grappling;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;A partir de 5 ans : lieu d'entraînement : gymnase Beuvin.
80030000;6606;US Créteil Natation;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;
80030000;6607;US Créteil Rugby;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;A partir de 5 ans, lieu d'entraînement : stade Jean Bouin à Choisy le Roi, Stade Desmont à Créteil.
80030000;6608;US Créteil Squash;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;A partir de 4 ans : lieu d'entraînement : Centre Marie Thérèse Eyquem.
80030000;6609;US Créteil Tennis;TAB;33, all. de la Toison d'Or;94000;Créteil;01 42 07 15 74;;;;A partir de 4 ans, lieu d'entraînement : Centre Marie Thérèse Eyquem
80030000;6610;US Créteil Tennis de Table;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;A partir de 6 ans, lieu d'entraînement : Centre Dassibat
80030000;6611;US Créteil Tir à l'Arc;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;A partir de 11 ans, lieu d'entraînement : gymnase du Jeu de Paume.
80030000;6612;US Créteil Trampoline;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;A partir de 4 ans : lieu d'entraînement : gymnase Schweitzer.
80030000;6613;US Créteil Triathlon;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;A partir de 7 ans, lieu d'entraînement : Parc des Sports et piscine de la Lévrière et du Colombier.
80030000;6614;US Créteil Voile;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;A partir de 8 ans, lieu d'entraînement : Base de loisirs de Créteil.
80030000;6615;US Créteil Volley-Ball;TAB;5, r. d'Estienne d'Orves;94000;Créteil;06 83 32 91 88;;;;A partir de 7 ans, lieux d'entraînements : gymnases Guyard, Guiblets et Schweitzer.
80040000;Associations SportIves;;;;;;;;;;
80050000;Clubs de remise en forme;;;;;;;;;;
80050000;6649;Body Dance;TAB;34, r. Jean Jaurès;94000;Créteil;01 42 07 57 36;;;;
80050000;6650;Fitness Park;TAB;3, r. Petites Haies;94000;Créteil;01 48 99 64 27;;;;
80050000;6651;Fitness Story;TAB;CCR Créteil Soleil Niv. 3 porte 35;94000;Créteil;01 43 77 00 00;;;;
80050000;7468;Lady Moving;TAB;92, av. du Général de Gaulle - c.cial Echat;94000;Créteil;01 49 80 18 29;;;;
80020000;Équipements Sportifs;;;;;;;;;;
80060000;Leçons d'Arts Martiaux;;;;;;;;;;
80070000;Leçons d'Escrime;;;;;;;;;;
80070000;6661;Ligue d'Escrime de Créteil;TAB;2, r. Tirard;94000;Créteil;01 48 99 43 08;;;;
80080000;Leçons de Danse;;;;;;;;;;
80090000;Leçons de Gymnastique;;;;;;;;;;
80090000;6662;ACSP (Association culturelle et sportive des Planètes);TAB;56, r. de Mayenne;94000;Créteil;01 42 07 52 67;;;;Danse classique, danse de salon, danse country, claquettes, gymnastique volontaire, tennis de table (de détente).
80090000;6663;CALM;TAB;53, bd. du Montaigut;94000;Créteil;01 58 35 58 54;;;;Thés dansants, couture, gymnastique, randonnée, pétanque, jeux de société, tennis de table, jeux de plateau
80090000;6664;Club Sportif de Créteil;TAB;36, bd. J-F Kennedy;94000;Créteil;01 48 99 97 31;;;;Adultes (centre socioculturel Kennedy Tél : 01 43 77 52 99)
80090000;6665;Maison des Jeunes et de la Culture du Mont Mesly;TAB;100, r. J. Savar;94000;Créteil;01 45 13 17 00;;;;Gym. en jeu, enfants 4/5 ans, Gym. en douceur, jeunes et adultes, Stretching, Gym. body et LIA, Gym. d'Entretien
80090000;6666;Maison des Jeunes et de la Culture Village;TAB;57, r. du Gén. Leclerc;94000;Créteil;01 48 99 38 03;;;;Jeunes et adultes : cours collectifs d'une heure.
80090000;6667;Maison Pour Tous de la Haye aux Moines;TAB;4, all. G. Braque;94000;Créteil;01 48 99 10 78;;;;Jeunes et Adultes : Gym. Intermédiaire, Gym. Tonique, Fitness- Stretching, Gym. Entretien-Stretching.
80090000;6668;Maison Pour Tous des Bleuets;TAB;5, r. Armand Guillaumin;94000;Créteil;01 42 07 41 46;;;;Adultes : Gymnastique d'Entretien.
80090000;6669;MJC Club de Créteil;TAB;2, r. Charpy;94000;Créteil;01 48 99 75 40;;;;Jeunes et adultes : cours collectifs d'une heure. Gym. d'Entretien, Gym. Tonique-dance, Stretching, Cardio, Gym. Douce
80090000;6670;Mouvement Bien-Être;TAB;6, pl. des Boutons d'Argent;94000;Créteil;01 42 07 18 63;;;;Gymnastique d'entretien.
80090000;6671;Retraite sportive de Créteil;TAB;Maison des Associations;94000;Créteil;01 58 43 37 01;;;;(le mardi de 9h30 à 11h30) Activités sportives pour les retraités.
80010000;Service Municipal des Sports;;;;;;;;;;
80010000;6548;Direction des Sports;TAB;1, r. François Mauriac - Maison des Associations;94000;Créteil;01 58 43 37 00;;;;
80010000;6549;Office Municipal des Sports (O.M.S);TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 49 81 07 33;;;;
80010000;6550;Union Sportive de Créteil Omnisports;TAB;5, r. d'Estienne d'Orves;94000;Créteil;01 42 07 15 74;;;;
1050000000;Mode;;;;;;;;;;
1050010000;Bijouterie, Joaillerie;;;;;;;;;;
1050010000;7474;Claire's France;TAB;CCR Créteil Soleil;94000;Créteil;01 43 77 83 80;;;;
1050010000;7475;Didier Guerin;TAB;CCR Créteil Soleil;94000;Créteil;01 45 13 27 90;;;;
1050010000;7476;Histoire d'Or;TAB;CCR Créteil Soleil;94000;Créteil;01 49 80 10 24;;;;
1050010000;7477;Julie K;TAB;CCR Créteil Soleil;94000;Créteil;01 41 94 14 38;;;;
1050010000;7478;Marc Orian;TAB;CCR Créteil Soleil;94000;Créteil;01 43 39 57 30;;;;
1050010000;7479;Orma;TAB;11, r. Gén. Leclerc;94000;Créteil;01 42 07 26 32;;;;
1050010000;7480;Philippe Olivier;TAB;35, r. Gén. Leclerc;94000;Créteil;01 42 07 37 58;;;;
1050010000;7481;Swarovski;TAB;CCR Créteil Soleil;94000;Créteil;01 43 77 53 50;;;;
1050010000;7482;Trésor;TAB;CCR Créteil Soleil;94000;Créteil;01 49 80 16 96;;;;
1050020000;Bijoux Fantaisie;;;;;;;;;;
1050020000;7483;Agatha Diffusion;TAB;CCR Créteil Soleil;94000;Créteil;01 41 94 92 70;;;;
1050020000;7485;Beeline Retail;TAB;CCR Créteil Soleil;94000;Créteil;01 43 77 82 23;;;;
1050020000;7484;Bijoux Danièle;TAB;21, av. de la Marne;94000;Créteil;01 48 98 42 10;;;;
1050020000;7486;Claire's France;TAB;CCR Créteil Soleil;94000;Créteil;01 43 77 83 80;;;;
